189|156|52|05:11:00|05:11:00
190|156|79|05:19:00|05:24:00
191|157|52|05:11:00|05:11:00
192|157|79|05:19:00|05:22:00
193|158|116|05:15:00|05:15:00
194|158|134|05:23:00|05:29:00
195|159|116|05:15:00|05:15:00
196|159|134|05:23:00|05:26:00
197|160|22|05:18:00|05:32:00
198|161|52|05:11:00|05:11:00
199|161|79|05:17:00|05:28:00
200|161|91|05:29:00|05:37:00
201|162|116|05:28:00|05:30:00
202|163|116|05:15:00|05:15:00
203|163|134|05:23:00|05:26:00
204|165|116|05:28:00|05:30:00
205|166|116|05:15:00|05:15:00
206|166|134|05:23:00|05:26:00
207|167|52|05:11:00|05:23:00
208|168|52|05:11:00|05:23:00
209|168|65|05:33:00|05:41:00
210|169|116|05:15:00|05:15:00
211|169|134|05:23:00|05:26:00
212|170|31|05:26:00|05:29:00
213|171|52|05:11:00|05:11:00
214|171|79|05:17:00|05:28:00
215|172|52|05:11:00|05:23:00
216|172|93|05:39:00|05:40:00
217|173|52|05:11:00|05:27:00
218|174|52|05:11:00|05:11:00
219|174|79|05:17:00|05:28:00
220|175|52|05:11:00|05:11:00
221|175|79|05:17:00|05:28:00
222|176|116|05:15:00|05:15:00
223|176|134|05:23:00|05:26:00
224|177|52|05:11:00|05:11:00
225|177|79|05:19:00|05:22:00
226|178|38|05:34:00|05:42:00
227|179|22|05:31:00|05:35:00
228|180|22|05:18:00|05:30:00
229|181|31|05:26:00|05:29:00
230|182|116|05:15:00|05:15:00
231|182|134|05:23:00|05:26:00
232|183|52|05:11:00|05:11:00
233|183|79|05:19:00|05:22:00
234|184|22|05:18:00|05:32:00
235|186|22|05:18:00|05:32:00
236|187|22|05:18:00|05:32:00
237|188|22|05:18:00|05:31:00
238|189|3|05:51:00|05:55:00
239|190|52|05:11:00|05:23:00
240|190|65|05:33:00|05:43:00
241|192|22|05:18:00|05:31:00
242|193|116|05:28:00|05:30:00
243|194|116|05:15:00|05:15:00
244|194|134|05:23:00|05:26:00
245|196|52|05:11:00|05:11:00
246|196|79|05:17:00|05:28:00
247|197|52|05:11:00|05:11:00
248|197|79|05:17:00|05:28:00
249|198|116|05:15:00|05:15:00
250|198|134|05:23:00|05:26:00
251|199|22|05:18:00|05:30:00
252|200|52|05:11:00|05:11:00
253|200|79|05:19:00|05:22:00
254|202|52|05:11:00|05:11:00
255|202|79|05:17:00|05:28:00
256|204|52|05:11:00|05:23:00
257|205|22|05:18:00|05:32:00
258|206|38|05:34:00|05:42:00
259|207|22|05:18:00|05:32:00
260|208|38|05:34:00|05:42:00
261|209|22|05:18:00|05:31:00
262|210|22|05:18:00|05:32:00
263|211|22|05:18:00|05:32:00
264|212|52|05:11:00|05:27:00
265|213|52|05:11:00|05:23:00
266|213|4|05:25:00|05:25:00
267|214|31|05:26:00|05:29:00
268|215|52|05:11:00|05:11:00
269|215|79|05:19:00|05:22:00
270|215|16|05:37:00|05:37:00
271|216|22|05:18:00|05:30:00
272|217|52|05:11:00|05:23:00
273|217|93|05:39:00|05:40:00
274|218|52|05:11:00|05:23:00
275|219|52|05:11:00|05:23:00
276|219|93|05:39:00|05:40:00
277|221|52|05:11:00|05:11:00
278|221|79|05:19:00|05:22:00
279|223|116|05:28:00|05:30:00
280|224|22|05:18:00|05:32:00
281|225|22|05:18:00|05:32:00
282|227|52|05:11:00|05:23:00
283|228|52|05:11:00|05:23:00
284|228|65|05:33:00|05:41:00
285|229|52|05:11:00|05:11:00
286|229|79|05:17:00|05:28:00
287|231|60|05:20:00|05:20:00
288|232|22|05:18:00|05:30:00
289|233|52|05:11:00|05:23:00
290|234|52|05:11:00|05:11:00
291|234|79|05:17:00|05:28:00
292|235|52|05:11:00|05:11:00
293|235|79|05:17:00|05:28:00
294|236|52|05:11:00|05:11:00
295|236|79|05:19:00|05:24:00
296|237|22|05:18:00|05:31:00
297|239|31|05:26:00|05:29:00
298|240|52|05:11:00|05:11:00
299|240|79|05:17:00|05:17:00
300|241|116|05:15:00|05:15:00
301|241|134|05:23:00|05:26:00
302|243|116|05:15:00|05:15:00
303|243|134|05:23:00|05:26:00
304|244|52|05:11:00|05:11:00
305|244|79|05:19:00|05:24:00
306|245|52|05:11:00|05:11:00
307|245|79|05:19:00|05:22:00
308|246|52|05:11:00|05:11:00
309|246|79|05:17:00|05:28:00
310|247|116|05:15:00|05:15:00
311|247|134|05:23:00|05:29:00
312|248|52|05:11:00|05:23:00
313|249|52|05:11:00|05:23:00
314|251|52|05:11:00|05:27:00
315|252|52|05:11:00|05:23:00
316|253|52|05:11:00|05:23:00
317|254|52|05:11:00|05:23:00
318|255|116|05:15:00|05:15:00
319|255|134|05:23:00|05:29:00
320|256|52|05:11:00|05:11:00
321|256|79|05:17:00|05:17:00
322|257|52|05:11:00|05:11:00
323|257|79|05:17:00|05:28:00
324|258|52|05:11:00|05:11:00
325|258|79|05:19:00|05:22:00
326|259|22|05:18:00|05:31:00
327|260|22|05:18:00|05:31:00
328|261|22|05:18:00|05:30:00
329|262|22|05:18:00|05:30:00
330|263|52|05:11:00|05:11:00
331|264|116|05:15:00|05:15:00
332|264|134|05:23:00|05:29:00
333|265|52|05:11:00|05:11:00
334|265|79|05:19:00|05:22:00
335|266|52|05:11:00|05:11:00
336|266|79|05:17:00|05:28:00
337|267|103|05:16:00|05:16:00
338|268|52|05:11:00|05:11:00
339|268|79|05:19:00|05:22:00
340|269|22|05:18:00|05:32:00
341|270|116|05:15:00|05:15:00
342|270|134|05:23:00|05:29:00
343|271|116|05:28:00|05:30:00
344|272|116|05:15:00|05:15:00
345|272|134|05:23:00|05:29:00
346|273|52|05:11:00|05:11:00
347|273|79|05:19:00|05:22:00
348|274|52|05:11:00|05:11:00
349|274|79|05:19:00|05:22:00
350|275|22|05:18:00|05:32:00
351|276|116|05:15:00|05:15:00
352|276|134|05:23:00|05:26:00
353|277|22|05:18:00|05:30:00
354|278|52|05:11:00|05:23:00
355|279|52|05:11:00|05:23:00
356|282|116|05:15:00|05:15:00
357|284|52|05:11:00|05:23:00
358|284|65|05:33:00|05:41:00
359|285|91|05:15:00|05:15:00
360|286|52|05:11:00|05:26:00
361|287|15|05:28:00|05:36:00
362|288|91|05:16:00|05:16:00
363|291|52|05:11:00|05:24:00
364|292|79|05:11:00|05:17:00
365|293|104|05:31:00|05:33:00
366|294|91|05:17:00|05:17:00
367|295|91|05:17:00|05:17:00
368|296|31|05:13:00|05:29:00
369|297|91|05:17:00|05:17:00
370|298|91|05:16:00|05:16:00
371|298|27|05:20:00|05:25:00
372|300|91|05:15:00|05:15:00
373|301|91|05:17:00|05:17:00
374|302|104|05:31:00|05:33:00
375|303|91|05:23:00|05:23:00
376|304|43|05:28:00|05:31:00
377|305|91|05:17:00|05:17:00
378|306|91|05:15:00|05:15:00
379|306|134|05:19:00|05:19:00
380|307|43|05:28:00|05:31:00
381|308|91|05:17:00|05:17:00
382|310|65|05:33:00|05:41:00
383|311|91|05:17:00|05:17:00
384|312|31|05:13:00|05:29:00
385|313|91|05:15:00|05:15:00
386|314|93|05:39:00|05:40:00
387|316|91|05:15:00|05:15:00
388|317|91|05:15:00|05:15:00
389|318|91|05:17:00|05:17:00
390|320|15|05:28:00|05:33:00
391|321|91|05:23:00|05:23:00
392|322|91|05:23:00|05:23:00
393|322|46|05:27:00|05:34:00
394|323|31|05:13:00|05:29:00
395|324|91|05:17:00|05:17:00
396|326|104|05:31:00|05:33:00
397|328|104|05:31:00|05:33:00
398|329|104|05:31:00|05:33:00
399|330|91|05:23:00|05:23:00
400|331|52|05:11:00|05:24:00
401|331|3|05:51:00|05:55:00
402|332|91|05:16:00|05:16:00
403|332|56|05:23:00|05:34:00
404|333|15|05:28:00|05:33:00
405|334|91|05:23:00|05:23:00
406|335|43|05:28:00|05:31:00
407|336|91|05:17:00|05:17:00
408|338|91|05:15:00|05:15:00
409|339|91|05:15:00|05:15:00
410|340|91|05:17:00|05:17:00
411|341|91|05:23:00|05:23:00
412|343|52|05:11:00|05:24:00
413|344|79|05:22:00|05:28:00
414|345|91|05:16:00|05:16:00
415|345|27|05:20:00|05:32:00
416|347|104|05:31:00|05:33:00
417|348|15|05:28:00|05:33:00
418|349|104|05:31:00|05:33:00
419|350|15|05:28:00|05:33:00
420|352|104|05:31:00|05:33:00
421|353|104|05:31:00|05:33:00
422|356|31|05:13:00|05:29:00
423|357|16|05:26:00|05:26:00
424|358|91|05:23:00|05:23:00
425|358|46|05:27:00|05:34:00
426|359|93|05:39:00|05:40:00
427|361|93|05:39:00|05:40:00
428|362|52|05:11:00|05:24:00
429|364|52|05:11:00|05:24:00
430|365|43|05:28:00|05:31:00
431|366|104|05:31:00|05:33:00
432|367|104|05:31:00|05:33:00
433|368|52|05:11:00|05:24:00
434|370|65|05:33:00|05:41:00
435|371|91|05:15:00|05:15:00
436|372|52|05:11:00|05:26:00
437|374|91|05:23:00|05:23:00
438|374|46|05:27:00|05:34:00
439|376|91|05:15:00|05:15:00
440|377|91|05:15:00|05:15:00
441|378|91|05:16:00|05:16:00
442|379|91|05:23:00|05:23:00
443|381|31|05:13:00|05:29:00
444|382|79|05:11:00|05:17:00
445|383|91|05:15:00|05:15:00
446|384|52|05:11:00|05:24:00
447|385|91|05:17:00|05:17:00
448|386|91|05:16:00|05:16:00
449|388|91|05:15:00|05:15:00
450|389|91|05:15:00|05:15:00
451|392|26|05:23:00|05:23:00
452|397|91|05:15:00|05:15:00
453|398|79|05:11:00|05:17:00
454|399|79|05:22:00|05:28:00
455|401|91|05:23:00|05:23:00
456|402|91|05:23:00|05:23:00
457|403|91|05:23:00|05:23:00
458|403|46|05:27:00|05:34:00
459|404|91|05:15:00|05:15:00
460|404|10|05:20:00|05:26:00
461|406|91|05:15:00|05:15:00
462|408|91|05:15:00|05:15:00
463|411|104|05:31:00|05:33:00
464|412|91|05:15:00|05:15:00
465|413|43|05:28:00|05:31:00
466|414|91|05:15:00|05:15:00
467|417|104|05:31:00|05:33:00
468|418|91|05:17:00|05:17:00
469|419|91|05:23:00|05:23:00
470|419|46|05:27:00|05:34:00
471|420|91|05:15:00|05:15:00
472|422|91|05:16:00|05:16:00
473|422|27|05:20:00|05:32:00
474|423|91|05:16:00|05:16:00
475|423|27|05:20:00|05:32:00
476|424|91|05:15:00|05:15:00
477|425|52|05:11:00|05:24:00
478|426|65|05:33:00|05:41:00
479|427|34|05:29:00|05:33:00
480|427|10|05:42:00|05:48:00
481|428|116|05:26:00|05:34:00
482|429|31|05:28:00|05:35:00
483|430|43|05:24:00|05:32:00
484|431|15|05:20:00|05:28:00
485|432|43|05:24:00|05:31:00
486|433|38|05:29:00|05:47:00
487|434|43|05:24:00|05:32:00
488|434|79|05:38:00|05:44:00
489|435|34|05:17:00|05:22:00
490|436|116|05:26:00|05:26:00
491|436|134|05:34:00|05:34:00
492|437|116|05:26:00|05:26:00
493|437|134|05:34:00|05:34:00
494|439|116|05:26:00|05:26:00
495|439|134|05:34:00|05:34:00
496|440|43|05:24:00|05:32:00
497|442|116|05:26:00|05:26:00
498|442|134|05:34:00|05:38:00
499|443|116|05:26:00|05:26:00
500|443|134|05:34:00|05:34:00
501|444|34|05:17:00|05:22:00
502|445|116|05:26:00|05:28:00
503|445|22|05:31:00|05:35:00
504|447|116|05:26:00|05:26:00
505|447|134|05:34:00|05:34:00
506|450|116|05:26:00|05:26:00
507|450|134|05:34:00|05:34:00
508|451|31|05:28:00|05:35:00
509|452|31|05:28:00|05:35:00
510|452|65|05:48:00|06:03:00
511|453|116|05:26:00|05:26:00
512|453|134|05:34:00|05:34:00
513|455|34|05:29:00|05:33:00
514|455|10|05:42:00|05:48:00
515|456|31|05:40:00|05:46:00
516|456|93|06:04:00|06:05:00
517|457|43|05:24:00|05:31:00
518|458|116|05:26:00|05:26:00
519|458|134|05:34:00|05:34:00
520|459|34|05:17:00|05:27:00
521|460|43|05:24:00|05:31:00
522|461|15|05:20:00|05:28:00
523|463|116|05:26:00|05:28:00
524|463|22|05:31:00|05:35:00
525|464|34|05:17:00|05:27:00
526|466|116|05:26:00|05:26:00
527|466|134|05:34:00|05:34:00
528|467|15|05:20:00|05:28:00
529|468|34|05:17:00|05:22:00
530|471|34|05:17:00|05:22:00
531|472|34|05:29:00|05:33:00
532|472|22|05:36:00|05:45:00
533|473|38|05:29:00|05:47:00
534|473|3|05:51:00|05:55:00
535|474|116|05:26:00|05:34:00
536|474|131|05:46:00|05:58:00
537|476|34|05:29:00|05:33:00
538|476|22|05:36:00|05:45:00
539|478|116|05:26:00|05:26:00
540|478|134|05:34:00|05:34:00
541|479|31|05:28:00|05:35:00
542|480|34|05:29:00|05:33:00
543|480|10|05:42:00|05:48:00
544|481|43|05:24:00|05:31:00
545|482|116|05:26:00|05:26:00
546|482|134|05:34:00|05:34:00
547|483|34|05:17:00|05:27:00
548|484|43|05:24:00|05:28:00
549|485|116|05:26:00|05:28:00
550|486|43|05:24:00|05:32:00
551|486|79|05:38:00|05:44:00
552|487|116|05:26:00|05:34:00
553|488|31|05:28:00|05:35:00
554|489|34|05:17:00|05:22:00
555|491|34|05:17:00|05:22:00
556|493|43|05:24:00|05:28:00
557|494|34|05:17:00|05:22:00
558|495|34|05:17:00|05:22:00
559|496|43|05:24:00|05:31:00
560|497|116|05:26:00|05:26:00
561|497|134|05:34:00|05:34:00
562|500|34|05:17:00|05:27:00
563|501|31|05:40:00|05:46:00
564|501|93|06:04:00|06:05:00
565|502|31|05:28:00|05:35:00
566|503|31|05:40:00|05:46:00
567|503|93|06:04:00|06:05:00
568|504|116|05:26:00|05:28:00
569|505|34|05:17:00|05:27:00
570|506|116|05:26:00|05:28:00
571|508|34|05:17:00|05:22:00
572|509|34|05:17:00|05:22:00
573|510|116|05:26:00|05:28:00
574|511|31|05:28:00|05:35:00
575|512|43|05:24:00|05:31:00
576|512|11|05:50:00|05:59:00
577|513|34|05:29:00|05:33:00
578|513|10|05:42:00|05:48:00
579|514|116|05:26:00|05:34:00
580|515|116|05:26:00|05:28:00
581|515|60|05:33:00|05:33:00
582|516|34|05:17:00|05:27:00
583|517|31|05:28:00|05:35:00
584|518|34|05:29:00|05:33:00
585|518|10|05:42:00|05:48:00
586|519|34|05:29:00|05:33:00
587|519|10|05:42:00|05:48:00
588|520|116|05:26:00|05:34:00
589|521|34|05:29:00|05:33:00
590|521|22|05:36:00|05:45:00
591|522|34|05:17:00|05:27:00
592|524|43|05:24:00|05:32:00
593|524|79|05:38:00|05:44:00
594|525|116|05:26:00|05:26:00
595|525|134|05:34:00|05:34:00
596|526|116|05:26:00|05:28:00
597|527|116|05:26:00|05:26:00
598|527|134|05:34:00|05:34:00
599|528|43|05:24:00|05:32:00
600|529|43|05:24:00|05:32:00
601|530|34|05:29:00|05:33:00
602|530|10|05:42:00|05:48:00
603|531|116|05:26:00|05:26:00
604|531|134|05:34:00|05:38:00
605|532|31|05:28:00|05:35:00
606|533|31|05:28:00|05:35:00
607|534|116|05:26:00|05:28:00
608|535|43|05:24:00|05:31:00
609|536|31|05:28:00|05:35:00
610|537|31|05:28:00|05:35:00
611|538|31|05:28:00|05:35:00
612|539|116|05:26:00|05:26:00
613|539|134|05:34:00|05:38:00
614|540|43|05:24:00|05:32:00
615|540|79|05:38:00|05:44:00
616|541|43|05:24:00|05:32:00
617|541|79|05:38:00|05:44:00
618|542|15|05:20:00|05:28:00
619|543|34|05:29:00|05:33:00
620|543|22|05:36:00|05:45:00
621|544|34|05:29:00|05:33:00
622|544|22|05:36:00|05:45:00
623|545|34|05:17:00|05:27:00
624|546|34|05:17:00|05:27:00
625|547|43|05:24:00|05:32:00
626|548|116|05:26:00|05:26:00
627|548|134|05:34:00|05:38:00
628|549|15|05:20:00|05:28:00
629|550|34|05:29:00|05:33:00
630|550|10|05:42:00|05:48:00
631|551|43|05:24:00|05:31:00
632|552|43|05:24:00|05:32:00
633|553|34|05:17:00|05:22:00
634|554|116|05:26:00|05:26:00
635|554|134|05:34:00|05:38:00
636|556|116|05:26:00|05:26:00
637|556|134|05:34:00|05:38:00
638|558|90|05:18:00|05:18:00
639|559|34|05:17:00|05:22:00
640|560|116|05:26:00|05:26:00
641|560|134|05:34:00|05:34:00
642|561|34|05:17:00|05:27:00
643|562|31|05:28:00|05:35:00
644|563|31|05:28:00|05:35:00
645|564|116|05:26:00|05:34:00
646|565|116|05:26:00|05:34:00
647|566|116|05:26:00|05:26:00
648|567|116|05:26:00|05:28:00
649|568|43|05:24:00|05:31:00
650|568|11|05:50:00|05:59:00
651|569|91|05:23:00|05:29:00
652|570|79|05:11:00|05:11:00
653|570|52|05:19:00|05:26:00
654|572|15|05:28:00|05:36:00
655|574|4|05:09:00|05:10:00
656|575|79|05:11:00|05:11:00
657|575|52|05:19:00|05:24:00
658|576|79|05:11:00|05:17:00
659|577|104|05:31:00|05:33:00
660|578|91|05:23:00|05:30:00
661|579|91|05:23:00|05:30:00
662|580|43|05:16:00|05:25:00
663|581|91|05:23:00|05:30:00
664|582|27|05:20:00|05:25:00
665|583|4|05:09:00|05:10:00
666|584|4|05:09:00|05:09:00
667|584|91|05:19:00|05:25:00
668|585|91|05:23:00|05:30:00
669|586|104|05:31:00|05:33:00
670|588|43|05:28:00|05:31:00
671|589|91|05:23:00|05:30:00
672|590|43|05:16:00|05:25:00
673|591|43|05:28:00|05:31:00
674|592|91|05:23:00|05:30:00
675|593|4|05:20:00|05:26:00
676|594|56|05:23:00|05:34:00
677|595|91|05:23:00|05:30:00
678|596|43|05:16:00|05:25:00
679|597|91|05:23:00|05:29:00
680|598|4|05:20:00|05:26:00
681|598|93|05:39:00|05:40:00
682|599|4|05:09:00|05:10:00
683|600|91|05:23:00|05:30:00
684|601|91|05:23:00|05:29:00
685|602|4|05:09:00|05:10:00
686|604|15|05:28:00|05:33:00
687|606|46|05:27:00|05:34:00
688|607|43|05:16:00|05:25:00
689|608|91|05:23:00|05:30:00
690|610|104|05:31:00|05:33:00
691|611|4|05:09:00|05:10:00
692|612|104|05:31:00|05:33:00
693|613|104|05:31:00|05:33:00
694|615|79|05:11:00|05:11:00
695|615|52|05:19:00|05:24:00
696|615|3|05:51:00|05:55:00
697|616|56|05:23:00|05:34:00
698|617|15|05:28:00|05:33:00
699|619|43|05:28:00|05:31:00
700|620|91|05:23:00|05:30:00
701|621|4|05:09:00|05:10:00
702|622|91|05:23:00|05:29:00
703|623|4|05:09:00|05:10:00
704|624|91|05:23:00|05:30:00
705|627|79|05:11:00|05:11:00
706|627|52|05:19:00|05:24:00
707|628|79|05:22:00|05:28:00
708|629|27|05:20:00|05:32:00
709|630|4|05:20:00|05:26:00
710|631|104|05:31:00|05:33:00
711|632|15|05:28:00|05:33:00
712|633|104|05:31:00|05:33:00
713|634|15|05:28:00|05:33:00
714|636|104|05:31:00|05:33:00
715|637|104|05:31:00|05:33:00
716|638|4|05:09:00|05:10:00
717|639|4|05:09:00|05:09:00
718|640|43|05:16:00|05:25:00
719|641|16|05:26:00|05:26:00
720|642|46|05:27:00|05:34:00
721|643|4|05:20:00|05:26:00
722|643|93|05:39:00|05:40:00
723|644|4|05:20:00|05:26:00
724|645|4|05:20:00|05:26:00
725|645|93|05:39:00|05:40:00
726|646|79|05:11:00|05:11:00
727|646|52|05:19:00|05:24:00
728|648|79|05:11:00|05:11:00
729|648|52|05:19:00|05:24:00
730|649|43|05:28:00|05:31:00
731|650|104|05:31:00|05:33:00
732|651|104|05:31:00|05:33:00
733|652|79|05:11:00|05:11:00
734|652|52|05:19:00|05:24:00
735|653|4|05:20:00|05:26:00
736|654|56|05:23:00|05:34:00
737|655|91|05:23:00|05:29:00
738|656|79|05:11:00|05:11:00
739|656|52|05:19:00|05:26:00
740|657|4|05:09:00|05:10:00
741|658|46|05:27:00|05:34:00
742|659|4|05:20:00|05:26:00
743|660|91|05:23:00|05:29:00
744|661|91|05:23:00|05:29:00
745|664|4|05:09:00|05:10:00
746|665|43|05:16:00|05:25:00
747|666|79|05:11:00|05:17:00
748|667|4|05:09:00|05:09:00
749|667|91|05:19:00|05:25:00
750|668|79|05:11:00|05:11:00
751|668|52|05:19:00|05:24:00
752|669|91|05:23:00|05:30:00
753|672|91|05:23:00|05:29:00
754|673|4|05:09:00|05:09:00
755|673|91|05:19:00|05:25:00
756|674|4|05:20:00|05:26:00
757|675|4|05:20:00|05:26:00
758|676|4|05:09:00|05:10:00
759|676|26|05:23:00|05:23:00
760|677|4|05:09:00|05:10:00
761|678|4|05:20:00|05:26:00
762|679|4|05:20:00|05:26:00
763|680|4|05:20:00|05:26:00
764|681|4|05:09:00|05:09:00
765|681|91|05:19:00|05:25:00
766|682|79|05:11:00|05:17:00
767|683|79|05:22:00|05:28:00
768|687|46|05:27:00|05:34:00
769|688|104|05:20:00|05:28:00
770|690|4|05:09:00|05:09:00
771|690|91|05:19:00|05:25:00
772|692|91|05:23:00|05:29:00
773|693|4|05:09:00|05:10:00
774|695|104|05:31:00|05:33:00
775|696|4|05:09:00|05:09:00
776|696|91|05:19:00|05:25:00
777|697|43|05:28:00|05:31:00
